question,answer,source,intent
what is the punishment for abetting an offence punishable with death or imprisonment for life if the offence is not committed?,"the abettor shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
"what is the maximum term of imprisonment and potential additional punishment for someone who abets an offence punishable with death or life imprisonment, if the offence is not committed?","the maximum term of imprisonment is up to seven years, and they may also be liable to a fine.",IPC,law_info
what is the punishment for an abettor if any act for which the abettor is liable in consequence of the abetment causes harm to any person?,"the abettor shall be liable to imprisonment of either description for a term which may extend to fourteen years, and shall also be liable to fine.",IPC,law_info
what is the maximum term of imprisonment and additional liability for an abettor if the abetment causes harm to any person?,"the abettor shall be liable to imprisonment of either description for a term which may extend to fourteen years, and shall also be liable to fine.",IPC,law_info
what is the punishment for a if he instigates b to murder z but the offence is not committed?,a is liable to imprisonment for a term which may extend to seven years and also to a fine.,IPC,law_info
"what is the maximum sentence and additional penalty for someone who instigates another person to commit murder, but the crime is not executed?","the maximum sentence is imprisonment for a term which may extend to seven years, and an additional penalty of a fine.",IPC,law_info
"if any hurt is done to z due to as abetment, what punishment can a face?",a will be liable to imprisonment for a term which may extend to fourteen years.,IPC,law_info
what is the maximum duration of imprisonment a could face if he is found guilty of abetting harm to z?,a could face imprisonment that may extend to fourteen years.,IPC,law_info
what is the punishment for instigating a sect consisting of more than ten members to attack another sect?,"the punishment can be imprisonment which may extend to three years, or with fine, or with both.",IPC,law_info
what is the potential consequence if one instigates a sect consisting of more than ten members to attack another sect?,"the potential consequence can be imprisonment which may extend to three years, or with fine, or with both.",IPC,law_info
what is the consequence of concealing design to commit offence punishable with death or imprisonment for life?,"if the offence is committed, the person can be punished with imprisonment for a term which may extend to seven years. if the offence is not committed, punishment can be imprisonment for a term which may extend to three years. in either case, the person can also be liable to fine.",IPC,law_info
"what is the maximum imprisonment term for a person who conceals a design to commit an offence punishable with death or imprisonment for life, if the offence is committed or not?","if the offence is committed, the maximum term of imprisonment is up to seven years. if the offence is not committed, the maximum term of imprisonment is up to three years. in both cases, the person can also be liable to a fine.",IPC,law_info
what is the punishment if a public servant conceals a design to commit an offence which it is his duty to prevent?,the specific punishment is not provided in the given text.,IPC,law_info
what information about the punishment for a public servant concealing a design to commit an offence is provided in the text?,the specific punishment is not provided in the given text.,IPC,law_info
what happens if someone falsely informs the magistrate about a dacoity in order to mislead them and facilitate the commission of the offence?,"the person is punishable under the law which allows for imprisonment of either description for a term which may extend to seven years, or if the offence is not committed, with imprisonment of either description, for a term which may extend to three years and in either case shall also be liable to fine.",IPC,law_info
what is the punishment for someone who falsely informs the magistrate about a dacoity in order to mislead them and facilitate the commission of the offence?,"the person is punishable under the law which allows for imprisonment of either description for a term which may extend to seven years, or if the offence is not committed, with imprisonment of either description, for a term which may extend to three years and in either case shall also be liable to fine.",IPC,law_info
what does imprisonment of either description mean?,"the term imprisonment of either description is not explicitly defined in the provided text. however, in legal terms, it generally refers to imprisonment that may be of any type or kind.",IPC,law_info
what does the legal term imprisonment of either description generally refer to?,it generally refers to imprisonment that may be of any type or kind.,IPC,law_info
what are the consequences if a public servant facilitates the commission of an offence?,"the public servant may be punished with imprisonment of any description provided for the offence, for a term which may extend to onehalf of the longest term of such imprisonment, or with such fine as is provided for that offence, or with both.",IPC,law_info
what is the possible punishment for a public servant who facilitates the commission of an offence?,"the public servant may be punished with imprisonment of any description provided for the offence, for a term which may extend to onehalf of the longest term of such imprisonment, or with such fine as is provided for that offence, or with both.",IPC,law_info
what are the consequences if the offence is punishable with death or imprisonment for life?,the party involved may receive imprisonment of either description for a term which may extend to ten years.,IPC,law_info
what might happen to the party involved in an offence punishable with death or imprisonment for life?,the party involved may receive imprisonment of either description for a term which may extend to ten years.,IPC,law_info
what are the consequences if the offence is not committed?,"the party involved may be punished with imprisonment of any description provided for the offence for a term which may extend to onefourth part of the longest term of such imprisonment or with such fine as is provided for the offence, or with both.",IPC,law_info
what could be the punishment for the party involved if an offence is not committed?,"the party involved may be punished with imprisonment of any description provided for the offence for a term which may extend to onefourth part of the longest term of such imprisonment or with such fine as is provided for the offence, or with both.",IPC,law_info
what is considered an illegal omission according to the illustration provided?,"an officer of police, being legally bound to give information of all designs to commit robbery which may come to his knowledge, and knowing that someone designs to commit robbery, omits to give such information, with intent to facilitate the commission of that offence.",IPC,law_info
who is legally bound to give information about planned robberies and what would be considered an illegal omission on their part?,"an officer of police is legally bound to give information of all designs to commit robbery which may come to his knowledge. an illegal omission would be if they knew someone planned to commit a robbery and intentionally didnt give this information, with the intent to facilitate the commission of that offence.",IPC,law_info
what actions constitute concealing a design to commit an offence punishable with imprisonment?,"actions such as voluntarily concealing, by any act or illegal omission, the existence of a design to commit such offence, or making any representation which the individual knows to be false respecting such design.",IPC,law_info
"what does voluntarily concealing, by any act or illegal omission, the existence of a design to commit an offence, or making any false representation about such design, imply?",these actions constitute concealing a design to commit an offence punishable with imprisonment.,IPC,law_info
what is the definition of a criminal conspiracy?,"a criminal conspiracy is when two or more persons agree to do, or cause to be done, either an illegal act or an act which is not illegal by illegal means. this agreement is considered a criminal conspiracy as long as some act besides the agreement is done by one or more parties to such agreement in pursuance thereof. it is immaterial whether the illegal act is the ultimate object of such agreement, or is merely incidental to that object.",IPC,law_info
what defines an act as a criminal conspiracy?,"an act can be defined as a criminal conspiracy if two or more persons agree to do, or cause to be done, either an illegal act or an act which is not illegal by illegal means. in addition to the agreement, at least one of the parties must perform some act in pursuance of the agreement. it doesnt matter whether the illegal act is the ultimate object of such agreement, or is merely incidental to that object.",IPC,law_info
what is the punishment for a party to a criminal conspiracy to commit an offence punishable with death or rigorous imprisonment for a term of two years or upwards?,"the punishment is the same as if they had abetted such offence, where no express provision is made in this code for the punishment of such a conspiracy.",IPC,law_info
"what is the punishment for a person who has abetted an offence punishable with death or rigorous imprisonment for a term of two years or upwards, especially when there is no express provision in the code for the punishment of such a conspiracy?",the punishment is the same as for a party to a criminal conspiracy to commit such an offence.,IPC,law_info
what is the punishment for a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable by death or rigorous imprisonment for a term of two years or upwards?,"they shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both.",IPC,law_info
"what is the maximum sentence for a party to a criminal conspiracy, not involving an offence punishable by death or rigorous imprisonment for a term of two years or upwards?","they shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both.",IPC,law_info
what is the punishment if the offence is committed?,"the punishment is imprisonment of the description provided for the offence, for a term which may extend to onefourth of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both.",IPC,law_info
"what does the term imprisonment of the description provided for the offence, for a term which may extend to onefourth of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both refer to?",it refers to the punishment if the offence is committed.,IPC,law_info
what is the punishment if the offence is not committed?,"the punishment is up to oneeight of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both.",IPC,law_info
"what is the punishment for an offence not committed that involves up to oneeight of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both?","the punishment if the offence is not committed is up to oneeight of the longest term of such imprisonment, or with such fine as is provided for the offence, or with both.",IPC,law_info
what is the punishment for waging war against the government of india?,"the punishment is death, or imprisonment for life, and the individual shall also be liable to fine.",IPC,law_info
what is the consequence for an individual who wages war against the government of india?,"the consequence is death, or imprisonment for life, and the individual shall also be liable to fine.",IPC,law_info
what crime has a committed if they join an insurrection against the government of india?,a has committed the offence defined in the respective section which pertains to waging or attempting to wage war against the government of india.,IPC,law_info
what is the offence defined in the respective section which pertains to waging or attempting to wage war against the government of india?,it is the crime that a has committed if they join an insurrection against the government of india.,IPC,law_info
what is the punishment for conspiring to commit offences punishable by section 121?,"the punishment is imprisonment for life, or with imprisonment of either description which may extend to ten years, and the individual shall also be liable to fine.",IPC,law_info
"what does the punishment of imprisonment for life, or with imprisonment of either description which may extend to ten years, and a fine apply to?",this punishment applies to conspiring to commit offences punishable by section 121.,IPC,law_info
is it necessary for any act or illegal omission to take place to constitute a conspiracy?,"no, it is not necessary that any act or illegal omission shall take place in pursuance thereof.",IPC,law_info
is it necessary that any act or illegal omission shall take place in pursuance thereof to constitute a conspiracy?,"no, it is not necessary.",IPC,law_info
"what is the punishment for collecting men, arms or ammunition with the intention of waging war against the government of india?",the text does not specifically mention the punishment for this action.,IPC,law_info
"does the text specifically mention the punishment for collecting men, arms or ammunition with the intention of waging war against the government of india?","no, the text does not specifically mention the punishment for this action.",IPC,law_info
what is the punishment for concealing with intent to facilitate design to wage war?,"the punishment is imprisonment of either description for a term which may extend to ten years, and also liable to fine.",IPC,law_info
what is the maximum sentence and potential fine for a person who has been found guilty of concealing with intent to facilitate design to wage war?,"the maximum sentence is imprisonment for a term which may extend to ten years, and the person is also liable to a fine.",IPC,law_info
"what is the punishment for assaulting president, governor, etc., with intent to compel or restrain the exercise of any lawful power?","the punishment is imprisonment of either description for a term which may extend to seven years, and also liable to fine.",IPC,law_info
"what is the maximum prison term and potential additional liability for someone who assaults a president, governor, etc., with the intent to compel or restrain the exercise of any lawful power?","the maximum prison term is seven years, and the person could also be liable to a fine.",IPC,law_info
"what does sedition, under section 124a, entail?","sedition is defined as whoever by words, either spoken or written, or by signs, or by visible representation, or otherwise, brings or attempts to bring into hatred or contempt, or excites or attempts to excite.",IPC,law_info
what actions can be classified as sedition according to section 124a?,"actions such as using words, either spoken or written, or signs, or visible representation, or otherwise, that bring or attempt to bring into hatred or contempt, or excite or attempt to excite can be classified as sedition.",IPC,law_info
what does the expression disaffection include as per the explanation given?,the expression disaffection includes disloyalty and all feelings of enmity.,IPC,law_info
what feelings does the expression disaffection include?,the expression disaffection includes disloyalty and all feelings of enmity.,IPC,law_info
what is the punishment for disaffection towards the government established by law in india?,"the punishment is imprisonment for life, to which fine may be added, or with imprisonment which may extend to three years, to which fine may be added, or with fine.",IPC,law_info
"what is the maximum sentence, including potential fines, that can be given for crimes of disaffection towards the government established by law in india?","the maximum sentence is imprisonment for life, to which fine may be added, or imprisonment which may extend to three years, to which fine may be added, or with fine.",IPC,law_info
do comments expressing disapprobation of the measures of the government with a view to obtain their alteration by lawful means constitute an offence under this section?,"no, comments expressing disapprobation of the measures of the government with a view to obtain their alteration by lawful means, without exciting or attempting to excite hatred, contempt or disaffection, do not constitute an offence under this section.",IPC,law_info
"do comments that express disapproval of government measures, with the intent to lawfully alter them without inciting hatred, contempt, or disaffection, constitute an offense under this section?","no, they do not constitute an offense under this section.",IPC,law_info
what is the punishment for waging war against any asiatic power in alliance with the government of india?,"the punishment is imprisonment for life, to which fine may be added, or with imprisonment of either description for a term which may extend to seven years, to which fine may be added, or with fine.",IPC,law_info
"what is the penalty that includes imprisonment for life, a potential added fine, or imprisonment up to seven years with a potential added fine, or a fine in the context of waging war against an asiatic power in alliance with the government of india?","the punishment for waging war against any asiatic power in alliance with the government of india is imprisonment for life, to which fine may be added, or with imprisonment of either description for a term which may extend to seven years, to which fine may be added, or with fine.",IPC,law_info
do comments expressing disapprobation of the administrative or other action of the government constitute an offence under this section?,"no, comments expressing disapprobation of the administrative or other action of the government without exciting or attempting to excite hatred, contempt or disaffection, do not constitute an offence under this section.",IPC,law_info
"is it considered an offence under this section to express disapprobation of the administrative or other action of the government without exciting or attempting to excite hatred, contempt or disaffection?","no, it is not considered an offence under this section.",IPC,law_info
what is the punishment for anyone who commits depredation on the territories of any power in alliance or at peace with the government of india?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of any property used or intended to be used in committing such depredation, or acquired by such depredation.",IPC,law_info
what are the consequences for a person who commits depredation on territories of a power in alliance or at peace with the government of india?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of any property used or intended to be used in committing such depredation, or acquired by such depredation.",IPC,law_info
what is the penalty for anyone who receives any property knowing it to have been taken in the commission of any of the offences mentioned in sections 125 and 126?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of the property so received.",IPC,law_info
what is the punishment for a person who knowingly receives property that was taken during the commission of crimes under sections 125 and 126?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of the property so received.",IPC,law_info
what is the offense committed by a public servant who voluntarily allows a state prisoner or prisoner of war to escape?,the public servant has committed the offense of voluntarily allowing a prisoner of state or war to escape.,IPC,law_info
what is the term for the offense committed when a public servant voluntarily allows a prisoner of state or war to escape?,the offense is called voluntarily allowing a state prisoner or prisoner of war to escape.,IPC,law_info
what is the punishment for a public servant who negligently allows a state prisoner or prisoner of war to escape?,"the public servant shall be punished with simple imprisonment for a term which may extend to three years, and shall also be liable to fine.",IPC,law_info
what is the term and additional liability for a public servant who negligently allows a state prisoner or prisoner of war to escape?,the public servant may be imprisoned for up to three years and is also liable to fine.,IPC,law_info
what is the punishment for aiding or assisting any state prisoner or prisoner of war in escaping from lawful custody?,"the person shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what are the potential consequences for someone who aids or assists a state prisoner or prisoner of war in escaping from lawful custody?,"the person shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
"what is the punishment for abetting mutiny or attempting to seduce a soldier, sailor or airman from his duty?","the person shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
"what is the penalty for a person who abets mutiny or tries to seduce a soldier, sailor or airman from his duty, according to the law?","the person shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what is considered an escape from lawful custody for a state prisoner or prisoner of war?,"a state prisoner or prisoner of war, who is permitted to be at large on his parole within certain limits in india, is said to escape from lawful custody if he goes beyond the limits within which he is allowed to be at large.",IPC,law_info
"in india, when is a state prisoner or prisoner of war on parole said to have escaped from lawful custody?","a state prisoner or prisoner of war, who is permitted to be at large on his parole within certain limits in india, is said to escape from lawful custody if he goes beyond the limits within which he is allowed to be at large.",IPC,law_info
"what is the punishment for whoever abets the committing of mutiny by an officer, soldier, sailor or airman, in the army, navy or air force of the government of india?","if mutiny be committed in consequence of that abetment, the person will be punished with death or with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
"what is the consequence if a person is found guilty of abetting mutiny in the army, navy or air force of the government of india and mutiny is committed as a result of their abetment?","the person will be punished with death or with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
"what is the punishment for whoever abets an assault by an officer, soldier, sailor or airman, in the army, navy or air force of the government of india, on any superior officer being in the execution of his office?","the person shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.",IPC,law_info
"what is the maximum term of imprisonment and additional penalties for someone who aids an assault by an officer, soldier, sailor, or airman, in the army, navy, or air force of the government of india, on a superior officer during the execution of his office?","the maximum term of imprisonment is three years, and the person may also be liable to a fine.",IPC,law_info
which acts are persons subject to?,"persons are subject to the army act, the army act, 1950 46 of 1950, the naval discipline act, the indian navy discipline act,1934 34 of 1934, the air force act or the air force act, 1950 45 of 1950.",IPC,law_info
"what are the army act, the army act, 1950 46 of 1950, the naval discipline act, the indian navy discipline act,1934 34 of 1934, the air force act and the air force act, 1950 45 of 1950?",these are the acts that persons are subject to.,IPC,law_info
"what were the words officer, soldier, sailor and airman substituted by?","the words officer, soldier, sailor and airman appear to have been substituted by various acts and amendments, including act 10 of 1927, act 27 of 1870, and act 35 of 1934.",IPC,law_info
"which acts and amendments were the words officer, soldier, sailor and airman substituted by?","the words officer, soldier, sailor and airman appear to have been substituted by act 10 of 1927, act 27 of 1870, and act 35 of 1934.",IPC,law_info
what is the punishment for assaulting a superior officer in the navy or air force of the government of india?,"the punishment for assaulting a superior officer in the navy or air force of the government of india is imprisonment of either description for a term which may extend to seven years, and a fine.",IPC,law_info
what is the maximum length of imprisonment and the additional penalty for assaulting a superior officer in the navy or air force of the government of india?,"the maximum length of imprisonment for assaulting a superior officer in the navy or air force of the government of india is seven years, and the additional penalty is a fine.",IPC,law_info
"what is the punishment for abetting the desertion of a soldier, sailor or airman in the navy or air force of the government of india?","the punishment for abetting the desertion of a soldier, sailor or airman in the navy or air force of the government of india is imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is the maximum term of imprisonment, and possible additional penalties, for someone convicted of abetting the desertion of a soldier, sailor, or airman in the navy or air force of the government of india?","the maximum term of imprisonment is two years, and the convict may also be subject to a fine or both imprisonment and fine.",IPC,law_info
what is the punishment for harbouring a deserter from the navy or air force of the government of india?,"the punishment for harbouring a deserter from the navy or air force of the government of india is imprisonment of either description for a term which may extend to two years, or with fine or with both.",IPC,law_info
what is the maximum sentence and possible fine for someone who is found guilty of harbouring a deserter from the navy or air force of the government of india?,"the maximum sentence for someone found guilty of this crime is imprisonment of either description for a term which may extend to two years, and they may also be subjected to a fine.",IPC,law_info
what is the exception to the rule about harbouring a deserter?,the exception to the rule about harbouring a deserter is when the harbour is given by a wife to her husband.,IPC,law_info
who can give harbour to a deserter without breaking the rule?,a wife can give harbour to her husband without breaking the rule.,IPC,law_info
what is the penalty for a master or person in charge of a merchant vessel who unknowingly harbors a deserter from the navy or air force of the government of india?,"the master or person in charge of a merchant vessel who unknowingly harbors a deserter from the navy or air force of the government of india is liable to a penalty not exceeding five hundred rupees, if he might have known of such concealment but for some neglect of his duty or some want of discipline on board of the vessel.",IPC,law_info
who is liable to a penalty not exceeding five hundred rupees for unknowingly harboring a deserter from the navy or air force of the government of india?,the master or person in charge of a merchant vessel is liable to this penalty if he might have known of such concealment but for some neglect of his duty or some want of discipline on board of the vessel.,IPC,law_info
"what is the punishment for abetting an act of insubordination by a soldier, sailor or airman in the navy or air force of the government of india?",the punishment is not specified in the provided text.,IPC,law_info
"is the punishment for abetting an act of insubordination by a soldier, sailor or airman in the navy or air force of the government of india specified in the provided text?","no, the punishment is not specified in the provided text.",IPC,law_info
"what is the punishment for someone not in the military, naval or air service of the government of india, who wears any garb or carries any token resembling any garb or token used by a soldier, sailor or airman with the intention that it may be believed that he is such a soldier, sailor or airman?","the punishment is imprisonment of either description for a term which may extend to three months, or with fine which may extend to an unspecified amount.",IPC,law_info
"what is the duration of imprisonment or the extent of fine for a civilian who wears or carries any token resembling a soldier, sailor or airmans garb with deceitful intentions in india?","the imprisonment can extend up to three months, or a fine which may extend to an unspecified amount.",IPC,law_info
what happened to the application of foregoing sections to the indian marine service?,"it was repealed by the amending act, 1934.",IPC,law_info
which act repealed the application of foregoing sections to the indian marine service?,"the amending act, 1934.",IPC,law_info
who is not subject to punishment under this code code for any of the offences defined in this chapter?,"no person subject to the army act, the army act, 1950, the naval discipline act, the indian navy discipline act, 1934, the air force act or the air force act, 1950, is subject to punishment under this code code for any of the offences defined in this chapter.",IPC,law_info
"are persons subject to the army act, the army act, 1950, the naval discipline act, the indian navy discipline act, 1934, the air force act or the air force act, 1950, subject to punishment under this code code for any of the offences defined in this chapter?",no,IPC,law_info
what is designated as an unlawful assembly?,"an assembly of five or more persons is designated an unlawful assembly if the common object of the persons composing that assembly is to overawe by criminal force, resist the execution of any law, commit any mischief or criminal trespass, take or obtain possession of any property by means of criminal force, or compel any person to do what he is not legally bound to do, or to omit to do what he is legally entitled to do.",IPC,law_info
what is the common object of persons composing an unlawful assembly?,"the common object of the persons composing an unlawful assembly is to overawe by criminal force, resist the execution of any law, commit any mischief or criminal trespass, take or obtain possession of any property by means of criminal force, or compel any person to do what he is not legally bound to do, or to omit to do what he is legally entitled to do.",IPC,law_info
what happens if an assembly becomes unlawful after it has assembled?,"an assembly which was not unlawful when it assembled, may subsequently become an unlawful assembly.",IPC,law_info
what may happen to an assembly that was not unlawful when it assembled?,an assembly may subsequently become an unlawful assembly after it has assembled.,IPC,law_info
who is considered a member of an unlawful assembly?,"whoever, being aware of facts which render any assembly an unlawful assembly, intentionally joins that assembly, or continues in it, is said to be a member of an unlawful assembly.",IPC,law_info
what actions or knowledge would make a person a member of an unlawful assembly?,"a person is considered a member of an unlawful assembly if they, being aware of facts which render any assembly an unlawful assembly, intentionally join that assembly, or continue in it.",IPC,law_info
what is the punishment for being a member of an unlawful assembly?,"whoever is a member of an unlawful assembly, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
what is the maximum term of imprisonment or penalty for someone who is a member of an unlawful assembly?,"the maximum term of imprisonment for someone who is a member of an unlawful assembly may extend to six months, and they may also be fined, or both.",IPC,law_info
what is the punishment if a person joins an unlawful assembly armed with a deadly weapon?,"whoever, being armed with any deadly weapon, or with anything which, used as a weapon of offence, is likely to cause death, is a member of an unlawful assembly, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the potential penalty for a person who is a member of an unlawful assembly while armed with a deadly weapon or anything likely to cause death?,"the person can be punished with imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is enacted by act 14 of 1887, s. 79?",the details of this act are not provided in the text.,IPC,law_info
"is the information about act 14 of 1887, s. 79 provided in the text?","no, the details of this act are not provided in the text.",IPC,law_info
"what substitution was made by act 10 of 1927, s. 2 and the first sch.?","it was substituted for any articles of war for the army of navy of the queen, or for any part of such army or navy.",IPC,law_info
"what was substituted for any articles of war for the army of navy of the queen, or for any part of such army or navy?","it was substituted by act 10 of 1927, s. 2 and the first sch.",IPC,law_info
"what substitution was made by act 3 of 1951, s. 3 and the sch.?","it was substituted for the indian army act, 1911 and the indian air force act, 1932.",IPC,law_info
"which acts were substituted by act 3 of 1951, s. 3 and the sch.?","the indian army act, 1911 and the indian air force act, 1932 were substituted.",IPC,law_info
"what was inserted by act 35 of 1934, s. 2 and the sch.?",the details of this act are not provided in the text.,IPC,law_info
"what details can be provided for act 35 of 1934, s. 2 and the sch.?",the details of this act are not provided in the text.,IPC,law_info
which words were omitted by the a. o. 1950?,the words or that act as modified by were omitted.,IPC,law_info
what was omitted from the a. o. 1950?,the words or that act as modified by were omitted.,IPC,law_info
"what should we now refer to as per the navy act, 1957 62 of 1957?",the details are not provided in the text.,IPC,law_info
"what details are missing in the text regarding the navy act, 1957 62 of 1957?","the specific aspect or part of the navy act, 1957 62 of 1957 we should now refer to is not provided in the text.",IPC,law_info
"what substitution was made by act 14 of 1932, s. 130 and sch.?",it was substituted for or the air force act.,IPC,law_info
"what was substituted for or the air force act in act 14 of 1932, s. 130 and sch.?","it was act 14 of 1932, s. 130 and sch.",IPC,law_info
"what substitution was made by act 10 of 1927, s. 2 and the first sch.?",it was substituted for or sailor.,IPC,law_info
"what was substituted for or sailor according to act 10 of 1927, s. 2 and the first sch.?","act 10 of 1927, s. 2 and the first sch. made the substitution",IPC,law_info
"what was substituted by s. 2 and the first sch., ibid.,?",it was substituted for or naval.,IPC,law_info
"what was or naval replaced with according to s. 2 and the first sch., ibid.,?","it was substituted by s. 2 and the first sch., ibid.,.",IPC,law_info
what substitution was made by the a. o. 1950?,it was substituted for queen and the central or any provincial government or legislature.,IPC,law_info
what was substituted for queen and the central or any provincial government or legislature by a. o. 1950?,it was the a. o. 1950 substitution,IPC,law_info
"what is the punishment for joining or continuing in an unlawful assembly, knowing it has been commanded to disperse?","the punishment is imprisonment of either description for a term which may extent to two years, or with fine, or with both.",IPC,law_info
"what is the maximum term of imprisonment, fine, or both for someone who continues in an unlawful assembly even after it has been commanded to disperse?","the maximum term of imprisonment is up to two years, or there may be a fine, or both.",IPC,law_info
what is the definition of rioting?,"rioting is defined as whenever force or violence is used by an unlawful assembly, or by any member thereof, in prosecution of the common object of such assembly.",IPC,law_info
what is the common object of an unlawful assembly using force or violence referred to as?,the common object of an unlawful assembly using force or violence is referred to as rioting.,IPC,law_info
what is the punishment for rioting?,"the punishment for rioting is imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the maximum term of imprisonment and the potential additional penalties for someone convicted of rioting?,"the maximum term of imprisonment for someone convicted of rioting is two years, and the additional penalties may include a fine or both imprisonment and a fine.",IPC,law_info
"what is the punishment for rioting, being armed with a deadly weapon?","the punishment is imprisonment of either description for a term which may extend to three years, or with fine, or with both.",IPC,law_info
"what is the maximum sentence, including fines, one might receive for rioting while armed with a deadly weapon?","the maximum sentence one might receive for rioting while armed with a deadly weapon is imprisonment which may extend to three years, or with a fine, or both.",IPC,law_info
what is the penalty for a member of an unlawful assembly who commits an offence in prosecution of the common object of that assembly?,"every person who, at the time of the committing of that offence, is a member of the same assembly, is guilty of that offence.",IPC,law_info
who is guilty of an offence committed in prosecution of the common object of an unlawful assembly?,"every person who, at the time of the committing of that offence, is a member of the same assembly, is guilty of that offence.",IPC,law_info
"what is the punishment for someone who hires, engages, or employs someone to join an unlawful assembly?","they shall be punishable as a member of such unlawful assembly, and for any offence which may be committed by any such person as a member of such unlawful assembly in pursuance of such hiring, engagement or employment.",IPC,law_info
"what happens to a person who hires, engages, or employs someone to join an unlawful assembly, and that person commits an offence as a member of such unlawful assembly?","they shall be punishable as a member of such unlawful assembly, and for any offence which may be committed by any such person as a member of such unlawful assembly in pursuance of such hiring, engagement or employment.",IPC,law_info
what is the punishment for knowingly joining or continuing in an assembly of five or more persons after it has been commanded to disperse?,"whoever knowingly joins or continues in any assembly of five or more persons likely to cause a disturbance of the public peace, after such assembly has been lawfully commanded to disperse, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
"what happens to someone who knowingly stays in a group of five or more people, likely to disturb public peace, after the group has been lawfully commanded to disperse?","the person shall be punished with imprisonment of either description for a term which may extend to six months, or with a fine, or with both.",IPC,law_info
what is the penalty for assaulting or obstructing a public servant when suppressing a riot or unlawful assembly?,"whoever assaults or threatens to assault, or obstructs or attempts to obstruct, any public servant in the discharge of his duty as such public servant, in endeavouring to disperse an unlawful assembly, or to suppress a riot or affray, shall be punished with imprisonment of either description for a term which may extend.",IPC,law_info
"what happens to someone who assaults, threatens to assault, obstructs or attempts to obstruct a public servant while they are trying to disperse an unlawful assembly or suppress a riot or affray?",they shall be punished with imprisonment of either description for a term which may extend.,IPC,law_info
what is the punishment for wantonly giving provocation with intent to cause riot?,"if the offence of rioting is committed, it is punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. if the offence of rioting is not committed, it is punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
what is the potential penalty for someone who commits the offence of rioting after being wantonly provoked with intent to cause the riot? what if the offence of rioting is not committed?,"if the offence of rioting is committed, it is punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both. if the offence of rioting is not committed, it is punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
what is the offence under 153a?,"the offense under 153a is promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, caste or community or any other ground, and doing acts that are prejudicial to the maintenance of harmony.",IPC,law_info
"which law is associated with the offence of promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, caste or community or any other ground, and doing acts that are prejudicial to the maintenance of harmony?","the offence of promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, caste or community or any other ground, and doing acts prejudicial to the maintenance of harmony is under 153a.",IPC,law_info
what activities fall under the offence in 153a?,"activities that fall under the offence include promoting or attempting to promote disharmony or feelings of enmity, hatred or illwill between different groups, committing any act which disturbs or is likely to disturb the public tranquillity, and organizing or participating in any exercise or activity intending that the participants will use or be trained to use criminal force or violence.",IPC,law_info
"what does promoting disharmony or feelings of enmity, hatred or illwill between different groups, committing any act which disturbs or is likely to disturb the public tranquillity, and organizing or participating in any exercise or activity intending that the participants will use or be trained to use criminal force or violence constitute?",these activities fall under the offence in 153a.,IPC,law_info
"what is the punishment for participating in activities likely to cause fear or alarm among any religious, racial, language or regional group or caste or community?","the punishment can extend to three years of imprisonment, or a fine, or both.",IPC,law_info
